transcript_id	counts	Gene
ENST00000577421.1	208	ENSG00000283704.1
ENST00000518701.1	61	ENSG00000253825.1
ENST00000642603.2	14	ENSG00000187554.14
ENST00000624566.1	18	ENSG00000278915.1
ENST00000649318.1	82	ENSG00000285887.1
ENST00000640035.1	11	ENSG00000172748.14
ENST00000623209.1	23	ENSG00000279157.1
ENST00000423503.1	40	ENSG00000135272.13
ENST00000562897.1	148	ENSG00000260328.1
ENST00000412485.2	165	ENSG00000235385.3
ENST00000478197.1	34	ENSG00000187699.10
ENST00000315323.5	84	ENSG00000180340.7
ENST00000697588.1	51	ENSG00000163932.16
ENST00000417131.1	36	ENSG00000236944.1
ENST00000442769.5	50	ENSG00000135912.11
ENST00000440551.1	405	ENSG00000236534.1
ENST00000331057.8	34	ENSG00000185716.12
ENST00000411493.1	45	ENSG00000236182.1
ENST00000437548.5	43	ENSG00000121446.20
ENST00000532029.6	187	ENSG00000154237.13
ENST00000663925.1	32	ENSG00000287269.1
ENST00000414071.1	136	ENSG00000234712.1
ENST00000552008.5	12	ENSG00000050405.14
ENST00000614633.1	112	ENSG00000277763.1
ENST00000444968.1	183	ENSG00000240731.1
ENST00000520823.7	27	ENSG00000180747.15
ENST00000400348.3	211	ENSG00000215441.3
ENST00000626333.1	30	ENSG00000136854.24
ENST00000441488.6	32	ENSG00000110066.16
ENST00000408193.1	15	ENSG00000221120.1
ENST00000442274.1	148	ENSG00000237061.1
ENST00000525775.1	51	ENSG00000254965.1
ENST00000620628.4	10	ENSG00000276234.5
ENST00000362714.1	51	ENSG00000199584.1
ENST00000009589.8	8	ENSG00000008988.11
ENST00000427814.5	9	ENSG00000153814.13
ENST00000494532.1	15	ENSG00000009335.18
ENST00000596498.2	44	ENSG00000268750.7
ENST00000248073.2	124	ENSG00000127530.4
ENST00000400454.6	346	ENSG00000171587.15
ENST00000599808.1	2	ENSG00000051128.19
ENST00000426814.5	14	ENSG00000055044.11
ENST00000422453.7	5	ENSG00000169714.17
ENST00000533983.5	20	ENSG00000172379.22
ENST00000653729.1	16	ENSG00000226985.7
ENST00000509572.1	167	ENSG00000248403.1
ENST00000397485.6	132	ENSG00000214081.8
ENST00000487578.2	13	ENSG00000143228.13
ENST00000463284.2	198	ENSG00000196683.12
ENST00000556623.1	14	ENSG00000185100.11
ENST00000568237.2	15	ENSG00000103018.18
ENST00000550189.1	11	ENSG00000120837.8
ENST00000371634.7	14	ENSG00000176919.13
ENST00000463228.1	102	ENSG00000240179.1
ENST00000432906.1	67	ENSG00000230356.1
ENST00000594237.1	55	ENSG00000268847.1
ENST00000422976.6	30	ENSG00000100557.10
ENST00000596046.1	2	ENSG00000083845.9
ENST00000701020.1	17	ENSG00000203999.10
ENST00000436002.1	156	ENSG00000231821.1
ENST00000363338.1	100	ENSG00000200208.1
ENST00000598746.1	154	ENSG00000268711.1
ENST00000516735.1	75	ENSG00000252544.1
ENST00000480036.5	40	ENSG00000181315.11
ENST00000558850.5	23	ENSG00000022976.16
ENST00000528152.5	17	ENSG00000141540.11
ENST00000321535.5	150	ENSG00000177294.7
ENST00000518636.1	14	ENSG00000066855.16
ENST00000690871.1	46	ENSG00000289184.1
ENST00000488936.1	7	ENSG00000204859.13
ENST00000437890.1	147	ENSG00000228929.1
ENST00000658437.1	120	ENSG00000283973.2
ENST00000438849.2	30	ENSG00000231417.2
ENST00000531976.1	11	ENSG00000182208.15
ENST00000507171.1	140	ENSG00000250111.3
ENST00000539726.5	13	ENSG00000177675.9
ENST00000413240.1	84	ENSG00000226661.1
ENST00000527552.5	16	ENSG00000179832.18
ENST00000452902.6	13	ENSG00000123843.13
ENST00000442076.2	282	ENSG00000232706.3
ENST00000503409.1	27	ENSG00000138780.15
ENST00000488102.2	191	ENSG00000241981.2
ENST00000331010.7	10	ENSG00000185652.12
ENST00000408313.1	188	ENSG00000221240.1
ENST00000297991.6	5	ENSG00000165272.16
ENST00000389354.7	141	ENSG00000109794.14
ENST00000473798.2	51	ENSG00000225880.6
ENST00000601100.5	15	ENSG00000197124.12
ENST00000670231.1	7	ENSG00000223745.8
ENST00000446709.1	144	ENSG00000234193.1
ENST00000298687.9	25	ENSG00000165795.25
ENST00000701004.1	15	ENSG00000174407.15
ENST00000568602.5	19	ENSG00000140650.13
ENST00000458496.2	15	ENSG00000110066.16
ENST00000435651.1	15	ENSG00000226022.1
ENST00000590579.5	19	ENSG00000267421.6
ENST00000466813.1	20	ENSG00000204859.13
ENST00000472438.5	27	ENSG00000010256.11
ENST00000508335.2	211	ENSG00000250869.2
ENST00000670960.1	79	ENSG00000182586.9
ENST00000515067.1	22	ENSG00000085871.9
ENST00000533274.5	10	ENSG00000112339.15
ENST00000698329.1	14	ENSG00000118503.17
ENST00000510455.1	159	ENSG00000250494.1
ENST00000251921.6	30	ENSG00000095110.9
ENST00000320122.10	24	ENSG00000048540.16
ENST00000424332.1	7	ENSG00000242861.1
ENST00000550446.5	16	ENSG00000050426.16
ENST00000325960.11	2	ENSG00000069493.15
ENST00000446654.1	119	ENSG00000236776.1
ENST00000336395.6	31	ENSG00000107140.16
ENST00000385050.3	98	ENSG00000207784.3
ENST00000428992.2	56	ENSG00000162980.17
ENST00000423255.5	60	ENSG00000232295.7
ENST00000618272.1	213	ENSG00000278071.1
ENST00000528904.1	59	ENSG00000255315.1
ENST00000477788.5	32	ENSG00000174891.14
ENST00000566357.1	12	ENSG00000261570.2
ENST00000445492.1	216	ENSG00000236431.1
ENST00000517744.1	117	ENSG00000253461.1
ENST00000522079.5	17	ENSG00000131773.14
ENST00000696279.1	39	ENSG00000106804.10
ENST00000169293.10	32	ENSG00000127241.18
ENST00000615968.1	91	ENSG00000277695.1
ENST00000333625.3	98	ENSG00000182393.3
ENST00000296839.5	20	ENSG00000164379.7
ENST00000422272.2	239	ENSG00000232240.2
ENST00000469716.1	5	ENSG00000105854.13
ENST00000470031.1	326	ENSG00000131386.20
ENST00000669432.1	29	ENSG00000157193.18
ENST00000423237.1	154	ENSG00000213721.3
ENST00000579959.2	260	ENSG00000263955.2
ENST00000601282.1	61	ENSG00000176472.11
ENST00000491456.1	26	ENSG00000138061.12
ENST00000534824.5	17	ENSG00000174791.11
ENST00000323205.10	13	ENSG00000100116.17
ENST00000365122.1	138	ENSG00000201992.1
ENST00000514583.2	218	ENSG00000248715.2
ENST00000419483.1	198	ENSG00000225943.1
ENST00000566506.1	166	ENSG00000261170.2
ENST00000587478.1	5	ENSG00000131469.15
ENST00000463634.6	5	ENSG00000112739.17
ENST00000430840.1	69	ENSG00000235995.1
ENST00000359534.4	198	ENSG00000164626.9
ENST00000647910.1	23	ENSG00000176919.13
ENST00000595053.2	320	ENSG00000268472.2
ENST00000372387.1	215	ENSG00000204049.1
ENST00000687873.1	5	ENSG00000226791.9
ENST00000361665.7	48	ENSG00000082641.16
ENST00000485428.1	62	ENSG00000059573.9
ENST00000579731.2	76	ENSG00000276047.1
ENST00000458412.2	138	ENSG00000242028.8
ENST00000492108.5	11	ENSG00000113924.12
ENST00000420971.5	67	ENSG00000100351.17
ENST00000473648.1	119	ENSG00000163389.12
ENST00000680123.1	136	ENSG00000166341.9
ENST00000393352.7	121	ENSG00000115641.19
ENST00000621681.4	38	ENSG00000053108.17
ENST00000521681.2	247	ENSG00000253891.2
ENST00000675224.1	5	ENSG00000148356.15
ENST00000542541.6	24	ENSG00000051128.19
ENST00000528792.1	103	ENSG00000255067.1
ENST00000361055.9	18	ENSG00000144744.17
ENST00000636509.2	10	ENSG00000136854.24
ENST00000454041.1	14	ENSG00000153814.13
ENST00000580928.1	30	ENSG00000169733.12
ENST00000593468.5	17	ENSG00000197124.12
ENST00000539310.5	16	ENSG00000102024.19
ENST00000339381.6	16	ENSG00000169962.5
ENST00000487479.1	122	ENSG00000177350.6
ENST00000263181.7	71	ENSG00000121621.7
ENST00000433483.1	37	ENSG00000119487.17
ENST00000311417.7	53	ENSG00000172667.11
ENST00000616204.1	45	ENSG00000276473.1
ENST00000610069.1	24	ENSG00000205634.7
ENST00000422971.1	128	ENSG00000238120.2
ENST00000541399.1	24	ENSG00000010292.13
ENST00000612899.5	23	ENSG00000118503.17
ENST00000411005.1	181	ENSG00000222937.1
ENST00000606207.1	346	ENSG00000272458.1
ENST00000605013.1	17	ENSG00000270921.1
ENST00000506412.1	54	ENSG00000248456.1
ENST00000527113.1	39	ENSG00000254815.6
ENST00000639274.1	33	ENSG00000116748.22
ENST00000675916.1	8	ENSG00000132740.10
ENST00000602381.2	25	ENSG00000247137.9
ENST00000692895.1	88	ENSG00000289335.1
ENST00000599604.1	183	ENSG00000152433.15
ENST00000624044.1	34	ENSG00000279980.1
ENST00000377767.9	108	ENSG00000083520.15
ENST00000467342.1	13	ENSG00000240057.8
ENST00000440922.2	83	ENSG00000231900.3
ENST00000584447.1	112	ENSG00000265564.1
ENST00000567803.1	117	ENSG00000261566.1
ENST00000396655.6	8	ENSG00000139180.11
ENST00000287934.4	49	ENSG00000157240.4
ENST00000604231.1	7	ENSG00000268750.7
ENST00000449887.1	49	ENSG00000228019.1
ENST00000602602.2	38	ENSG00000230262.8
ENST00000616833.6	79	ENSG00000102805.16
ENST00000461005.1	38	ENSG00000239719.1
ENST00000438556.1	75	ENSG00000225514.1
ENST00000510570.1	91	ENSG00000250438.1
ENST00000700367.1	15	ENSG00000197043.15
ENST00000621890.4	4	ENSG00000185728.17
ENST00000456273.1	278	ENSG00000224975.1
ENST00000401258.3	196	ENSG00000216077.3
ENST00000495008.5	22	ENSG00000198919.13
ENST00000479172.5	13	ENSG00000059915.17
ENST00000565320.1	166	ENSG00000260970.1
ENST00000553883.1	16	ENSG00000100628.12
ENST00000624745.1	110	ENSG00000279835.1
ENST00000290239.7	75	ENSG00000284448.1
ENST00000428346.1	69	ENSG00000235356.2
ENST00000193322.8	15	ENSG00000081087.16
ENST00000404724.7	46	ENSG00000093009.11
ENST00000483292.5	6	ENSG00000105854.13
ENST00000535011.6	50	ENSG00000128595.17
ENST00000412163.1	44	ENSG00000223438.1
ENST00000619908.1	101	ENSG00000278223.1
ENST00000663752.1	254	ENSG00000286489.1
ENST00000390611.2	126	ENSG00000211951.2
ENST00000553472.1	18	ENSG00000100592.16
ENST00000567691.1	198	ENSG00000261041.1
ENST00000398004.4	27	ENSG00000175782.11
ENST00000680936.1	4	ENSG00000064703.13
ENST00000400445.8	187	ENSG00000172915.20
ENST00000606738.3	47	ENSG00000269113.4
ENST00000259006.8	8	ENSG00000136490.9
ENST00000564804.1	49	ENSG00000140682.19
ENST00000383923.1	200	ENSG00000206650.1
ENST00000373094.5	18	ENSG00000102290.23
ENST00000650201.1	93	ENSG00000285681.2
ENST00000701366.1	110	ENSG00000188660.5
ENST00000516225.1	166	ENSG00000252034.1
ENST00000530389.1	84	ENSG00000255029.2
ENST00000427494.6	28	ENSG00000243811.12
ENST00000441182.1	114	ENSG00000224466.1
ENST00000498578.5	3	ENSG00000197150.13
ENST00000598668.1	209	ENSG00000267828.1
ENST00000663631.2	11	ENSG00000249378.8
ENST00000461073.6	14	ENSG00000204351.13
ENST00000504623.1	56	ENSG00000249795.1
ENST00000361132.9	9	ENSG00000146090.16
ENST00000696965.1	98	ENSG00000143575.16
ENST00000446267.1	19	ENSG00000106540.4
ENST00000613853.4	9	ENSG00000185728.17
ENST00000571197.1	120	ENSG00000262160.1
ENST00000425161.1	188	ENSG00000237605.3
ENST00000553046.1	97	ENSG00000257272.1
ENST00000415922.7	33	ENSG00000181315.11
ENST00000457602.2	113	ENSG00000237576.2
ENST00000585521.2	12	ENSG00000087157.19
ENST00000653913.1	164	ENSG00000255998.2
ENST00000384912.1	99	ENSG00000207644.1
ENST00000581982.5	3	ENSG00000150637.9
ENST00000658212.1	20	ENSG00000223382.6
ENST00000312298.1	206	ENSG00000174957.1
ENST00000416871.2	65	ENSG00000237911.2
ENST00000409204.5	99	ENSG00000280165.2
ENST00000577977.1	53	ENSG00000263693.1
ENST00000449543.5	30	ENSG00000163719.20
ENST00000559857.1	69	ENSG00000259755.1
ENST00000588842.1	9	ENSG00000235779.8
ENST00000668364.1	17	ENSG00000233006.8
ENST00000419717.3	135	ENSG00000227059.7
ENST00000533613.1	19	ENSG00000110013.13
ENST00000516174.1	3	ENSG00000251983.1
ENST00000512250.1	25	ENSG00000173868.12
ENST00000618204.2	79	ENSG00000276210.2
ENST00000657780.1	105	ENSG00000286397.1
ENST00000461705.1	8	ENSG00000243943.10
ENST00000305798.8	39	ENSG00000168785.8
ENST00000684778.1	24	ENSG00000165684.6
ENST00000406555.7	59	ENSG00000172889.16
ENST00000380553.8	32	ENSG00000049540.19
ENST00000612344.1	109	ENSG00000276399.1
ENST00000607370.1	97	ENSG00000271792.1
ENST00000395125.1	6	ENSG00000100592.16
ENST00000474256.1	69	ENSG00000205643.11
ENST00000584184.1	125	ENSG00000266392.1
ENST00000427748.1	169	ENSG00000237665.1
ENST00000497368.1	26	ENSG00000009335.18
ENST00000504966.2	124	ENSG00000250504.2
ENST00000486568.5	30	ENSG00000118855.21
ENST00000666568.1	245	ENSG00000249042.6
ENST00000384986.1	243	ENSG00000207719.1
ENST00000511959.1	14	ENSG00000152953.13
ENST00000516395.1	157	ENSG00000252204.1
ENST00000692179.2	7	ENSG00000229180.9
ENST00000455005.1	103	ENSG00000231881.2
ENST00000567066.6	11	ENSG00000140682.19
ENST00000448915.1	67	ENSG00000164610.10
ENST00000209668.3	95	ENSG00000187758.8
ENST00000565664.1	355	ENSG00000261298.1
ENST00000484843.1	25	ENSG00000138780.15
ENST00000702663.1	71	ENSG00000290054.1
ENST00000664234.1	10	ENSG00000249378.8
ENST00000384273.1	142	ENSG00000207000.1
ENST00000434051.1	77	ENSG00000231528.3
ENST00000521153.1	35	ENSG00000181195.11
ENST00000608144.1	99	ENSG00000273306.1
ENST00000395715.8	7	ENSG00000104447.13
ENST00000529879.1	68	ENSG00000255215.1
ENST00000496063.1	12	ENSG00000119487.17
ENST00000652290.1	12	ENSG00000172667.11
ENST00000465954.1	32	ENSG00000198039.12
ENST00000701176.1	118	ENSG00000246394.8
ENST00000634762.1	11	ENSG00000169519.21
ENST00000440167.1	198	ENSG00000229147.1
ENST00000444971.6	14	ENSG00000069493.15
ENST00000521749.5	38	ENSG00000197043.15
ENST00000529882.5	8	ENSG00000112339.15
ENST00000683251.1	54	ENSG00000165684.6
ENST00000619960.4	4	ENSG00000173727.14
ENST00000650594.1	107	ENSG00000285660.1
ENST00000664474.1	190	ENSG00000287498.1
ENST00000443786.3	35	ENSG00000214367.9
ENST00000647067.1	6	ENSG00000095303.17
ENST00000695111.1	14	ENSG00000146834.15
ENST00000524094.2	28	ENSG00000248555.7
ENST00000392202.7	13	ENSG00000115020.17
ENST00000394295.6	36	ENSG00000196975.16
ENST00000489085.1	61	ENSG00000175066.16
ENST00000319778.11	15	ENSG00000120616.16
ENST00000607711.1	205	ENSG00000271888.1
ENST00000671928.1	14	ENSG00000169814.17
ENST00000662996.1	132	ENSG00000237062.2
ENST00000683200.1	27	ENSG00000055609.21
ENST00000444811.6	18	ENSG00000204356.14
ENST00000482657.1	66	ENSG00000214402.7
ENST00000428259.1	119	ENSG00000236654.2
ENST00000521048.1	45	ENSG00000253972.6
ENST00000625092.1	408	ENSG00000279028.1
ENST00000549760.1	16	ENSG00000127328.22
ENST00000555374.1	20	ENSG00000100628.12
ENST00000565847.1	51	ENSG00000260827.1
ENST00000681224.1	13	ENSG00000158290.19
ENST00000556305.1	20	ENSG00000100526.21
ENST00000468715.1	49	ENSG00000137970.7
ENST00000392911.6	21	ENSG00000185480.12
ENST00000560124.5	7	ENSG00000103740.10
ENST00000496676.5	45	ENSG00000158286.13
ENST00000472709.6	15	ENSG00000143486.16
ENST00000689612.2	30	ENSG00000246375.5
ENST00000384784.1	16	ENSG00000207515.1
ENST00000409687.5	223	ENSG00000186193.9
ENST00000448412.2	176	ENSG00000226640.2
ENST00000616668.1	108	ENSG00000274560.1
ENST00000445300.1	193	ENSG00000238290.1
ENST00000666114.1	7	ENSG00000204929.13
ENST00000530277.5	16	ENSG00000166257.10
ENST00000492185.5	15	ENSG00000204356.14
ENST00000480546.1	37	ENSG00000180764.13
ENST00000579667.1	170	ENSG00000266533.1
ENST00000668467.1	5	ENSG00000204929.13
ENST00000393742.7	34	ENSG00000102908.23
ENST00000369115.3	6	ENSG00000143401.15
ENST00000420810.1	162	ENSG00000224240.1
ENST00000333870.8	276	ENSG00000184560.8
ENST00000701641.1	11	ENSG00000253154.4
ENST00000562360.5	41	ENSG00000182685.8
ENST00000601296.2	57	ENSG00000268858.2
ENST00000488553.3	63	ENSG00000242348.3
ENST00000341310.10	7	ENSG00000074047.22
ENST00000432036.5	19	ENSG00000151690.15
ENST00000414915.1	51	ENSG00000229459.1
ENST00000382205.6	140	ENSG00000205882.9
ENST00000300128.9	69	ENSG00000166881.10
ENST00000651925.1	52	ENSG00000286112.1
ENST00000484435.1	45	ENSG00000158286.13
ENST00000696875.1	25	ENSG00000101003.12
ENST00000544682.5	6	ENSG00000180537.13
ENST00000677934.1	48	ENSG00000105329.11
ENST00000604995.1	169	ENSG00000271267.1
ENST00000456783.3	42	ENSG00000229676.3
ENST00000364476.2	113	ENSG00000201346.2
ENST00000345009.8	26	ENSG00000145335.17
ENST00000498245.1	26	ENSG00000120662.16
ENST00000526994.6	25	ENSG00000127328.22
ENST00000446184.1	75	ENSG00000227150.1
ENST00000481109.5	5	ENSG00000112739.17
ENST00000350025.2	115	ENSG00000113520.11
ENST00000562695.1	40	ENSG00000185716.12
ENST00000567185.7	33	ENSG00000257017.10
ENST00000490558.5	38	ENSG00000127241.18
ENST00000632041.1	35	ENSG00000281958.1
ENST00000553270.1	78	ENSG00000258919.1
ENST00000657191.1	26	ENSG00000166257.10
ENST00000555653.1	13	ENSG00000129534.14
ENST00000357232.10	13	ENSG00000197410.14
ENST00000557826.5	32	ENSG00000166411.14
ENST00000379591.4	101	ENSG00000205318.5
ENST00000535363.1	89	ENSG00000256013.1
ENST00000424988.1	230	ENSG00000144063.4
ENST00000688629.1	68	ENSG00000289149.1
ENST00000587330.1	25	ENSG00000131471.7
ENST00000593826.1	13	ENSG00000142303.14
ENST00000664181.1	54	ENSG00000234238.2
ENST00000529711.1	349	ENSG00000255022.1
ENST00000526697.1	46	ENSG00000110077.15
ENST00000385062.1	134	ENSG00000207797.1
ENST00000670416.1	52	ENSG00000286589.1
ENST00000303375.10	3	ENSG00000011028.14
ENST00000587875.1	66	ENSG00000140632.17
ENST00000440805.1	103	ENSG00000229701.1
ENST00000340424.4	217	ENSG00000223750.1
ENST00000511432.5	21	ENSG00000158985.14
ENST00000311352.3	37	ENSG00000175485.3
ENST00000411315.1	106	ENSG00000223247.1
ENST00000446029.1	42	ENSG00000227459.1
ENST00000244565.8	111	ENSG00000124602.10
ENST00000320552.6	18	ENSG00000172748.14
ENST00000517015.1	117	ENSG00000252824.1
ENST00000474144.5	20	ENSG00000121900.19
ENST00000564359.6	50	ENSG00000090861.17
ENST00000623311.1	73	ENSG00000279702.1
ENST00000503391.5	15	ENSG00000173085.15
ENST00000641304.1	27	ENSG00000284634.1
ENST00000626021.3	3	ENSG00000112245.13
ENST00000528506.1	48	ENSG00000255253.1
ENST00000446896.7	70	ENSG00000162980.17
ENST00000403050.7	10	ENSG00000106443.17
ENST00000703179.1	14	ENSG00000174243.11
ENST00000437298.1	39	ENSG00000181192.12
ENST00000700586.1	27	ENSG00000135341.19
ENST00000431048.5	31	ENSG00000132670.21
ENST00000651407.1	9	ENSG00000131778.20
ENST00000596008.1	5	ENSG00000090674.16
ENST00000608701.1	77	ENSG00000273123.1
ENST00000433460.1	56	ENSG00000230109.1
ENST00000596349.5	107	ENSG00000087076.9
ENST00000512100.5	11	ENSG00000125089.18
ENST00000374115.5	26	ENSG00000187714.7
ENST00000452481.1	193	ENSG00000229005.2
ENST00000492781.1	48	ENSG00000243072.1
ENST00000477832.1	6	ENSG00000069399.15
ENST00000235628.2	226	ENSG00000116981.4
ENST00000418663.5	121	ENSG00000205485.13
ENST00000685608.1	89	ENSG00000289108.1
ENST00000415065.2	64	ENSG00000244619.2
ENST00000509632.5	5	ENSG00000073578.18
ENST00000449938.7	34	ENSG00000055483.20
ENST00000474128.1	71	ENSG00000130702.15
ENST00000445098.2	124	ENSG00000188585.10
ENST00000521617.5	25	ENSG00000205133.12
ENST00000410388.1	250	ENSG00000222320.1
ENST00000437897.7	18	ENSG00000227769.7
ENST00000286648.10	18	ENSG00000156136.10
ENST00000600671.1	85	ENSG00000267934.1
ENST00000575576.5	30	ENSG00000131652.14
ENST00000464648.3	196	ENSG00000239856.3
ENST00000518935.5	53	ENSG00000151914.22
ENST00000641261.2	121	ENSG00000251273.4
ENST00000365662.1	67	ENSG00000202532.1
ENST00000449362.1	110	ENSG00000235293.1
ENST00000491626.5	15	ENSG00000196505.11
ENST00000594850.1	74	ENSG00000268093.1
ENST00000658787.1	20	ENSG00000227619.3
ENST00000372181.1	89	ENSG00000122378.14
ENST00000512024.5	27	ENSG00000071539.14
ENST00000558970.2	17	ENSG00000104064.18
ENST00000293826.4	109	ENSG00000248871.1
ENST00000436283.1	46	ENSG00000236336.1
ENST00000619121.4	16	ENSG00000121904.19
ENST00000335459.9	16	ENSG00000186854.11
ENST00000494914.1	20	ENSG00000132437.18
ENST00000427780.1	118	ENSG00000229663.1
ENST00000556027.5	66	ENSG00000100523.16
ENST00000689404.1	45	ENSG00000228857.3
ENST00000603199.3	3	ENSG00000270820.8
ENST00000561556.5	52	ENSG00000103269.14
ENST00000653149.1	136	ENSG00000287506.1
ENST00000558175.1	39	ENSG00000228422.5
ENST00000459645.1	15	ENSG00000183054.13
ENST00000384324.1	17	ENSG00000207052.1
ENST00000371432.7	32	ENSG00000124813.23
ENST00000489672.5	29	ENSG00000198039.12
ENST00000657874.1	40	ENSG00000286302.1
ENST00000639454.1	10	ENSG00000196616.14
ENST00000514021.1	3	ENSG00000163743.14
ENST00000435035.5	49	ENSG00000286901.1
ENST00000522416.1	59	ENSG00000254236.1
ENST00000628027.2	5	ENSG00000007516.14
ENST00000664669.1	52	ENSG00000265752.3
ENST00000558311.5	35	ENSG00000140395.9
ENST00000467897.2	100	ENSG00000273433.1
ENST00000497415.1	8	ENSG00000163902.12
ENST00000426651.1	45	ENSG00000148303.17
ENST00000538162.3	71	ENSG00000268883.2
ENST00000578061.5	2	ENSG00000136490.9
ENST00000413004.1	241	ENSG00000225750.1
ENST00000520835.7	37	ENSG00000104365.16
ENST00000367272.4	120	ENSG00000229238.3
ENST00000429853.1	260	ENSG00000229262.1
ENST00000670884.1	39	ENSG00000241696.2
ENST00000606978.5	8	ENSG00000204929.13
ENST00000458264.1	177	ENSG00000224128.1
ENST00000672336.1	21	ENSG00000169814.17
ENST00000452002.5	31	ENSG00000236501.6
ENST00000578985.5	6	ENSG00000109083.14
ENST00000546558.1	30	ENSG00000257932.1
ENST00000523951.1	50	ENSG00000254176.1
ENST00000523222.5	26	ENSG00000066855.16
ENST00000462671.1	38	ENSG00000204385.13
ENST00000414256.5	3	ENSG00000226674.11
ENST00000538878.6	26	ENSG00000183878.16
ENST00000412712.1	23	ENSG00000235092.7
ENST00000433952.1	262	ENSG00000232837.1
ENST00000702471.1	108	ENSG00000237923.2
ENST00000528030.1	124	ENSG00000254517.1
ENST00000426697.1	75	ENSG00000224918.1
ENST00000514225.1	272	ENSG00000250885.1
ENST00000440067.3	18	ENSG00000161040.18
ENST00000613067.1	137	ENSG00000277855.1
ENST00000659200.2	11	ENSG00000224848.4
ENST00000640920.1	44	ENSG00000284428.1
ENST00000490284.5	35	ENSG00000078070.14
ENST00000544166.5	169	ENSG00000186231.17
ENST00000452359.5	1	ENSG00000120662.16
ENST00000406671.1	96	ENSG00000220744.1
ENST00000364831.1	151	ENSG00000201701.1
ENST00000508818.5	22	ENSG00000109332.20
ENST00000677043.1	16	ENSG00000170144.22
ENST00000336067.10	19	ENSG00000160404.18
ENST00000583942.2	7	ENSG00000261780.3
ENST00000340692.10	21	ENSG00000124615.20
ENST00000666885.1	20	ENSG00000224209.8
